currentPrice,previousClose,open,dayLow,dayHigh,bid,dividendYield,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,returnOnAssets,returnOnEquity,bookValue,priceToBook,volume,fiftyTwoWeekRange,marketCap,trailingPE,symbol,timestamp
483.9525,493.54,467.415,462.1,484.52,477.02,,-0.474,0.016,0.30621,0.34082,0.25908002,USD,0.063930005,0.14653,451367.2,0.0010709573,3596435,395.66 - 539.0,1044036517888,11.715827,BRK-B,2025-04-07 09:11:14.007928
486.08,493.54,467.415,462.1,489.97,478.1,,-0.474,0.016,0.30621,0.34082,0.25908002,USD,0.063930005,0.14653,451367.2,0.0010769059,3686740,395.66 - 539.0,1049835601920,11.780902,BRK-B,2025-04-07 09:12:16.743111
489.945,493.54,467.415,462.1,490.0,478.19,,-0.474,0.016,0.30621,0.34082,0.25908002,USD,0.063930005,0.14653,451367.2,0.0010854688,3730952,395.66 - 539.0,1058183249920,11.874577,BRK-B,2025-04-07 09:13:22.629288
492.0,493.54,467.415,462.1,494.65,479.08,,-0.474,0.016,0.30621,0.34082,0.25908002,USD,0.063930005,0.14653,451367.2,0.0010922371,3889801,395.66 - 539.0,1064781414400,11.948619,BRK-B,2025-04-07 09:14:25.226579
494.245,493.54,467.415,462.1,494.65,478.82,,-0.474,0.016,0.30621,0.34082,0.25908002,USD,0.063930005,0.14653,451367.2,0.00109533,3945703,395.66 - 539.0,1067796529152,11.982453,BRK-B,2025-04-07 09:15:27.526791
499.673,493.54,467.415,462.1,500.65,477.78,,-0.474,0.016,0.30621,0.34082,0.25908002,USD,0.063930005,0.14653,451367.2,0.0011070211,4098649,395.66 - 539.0,1079193763840,12.11035,BRK-B,2025-04-07 09:16:33.835836
505.4,493.54,467.415,462.1,505.8451,476.18,,-0.474,0.016,0.30621,0.34082,0.25908002,USD,0.063930005,0.14653,451367.2,0.0011202185,4248997,395.66 - 539.0,1092059529216,12.2547245,BRK-B,2025-04-07 09:18:00.372910
498.77,493.54,467.415,462.1,505.8451,476.5,,-0.474,0.016,0.30621,0.34082,0.25908002,USD,0.063930005,0.14653,451367.2,0.0011045996,4340955,395.66 - 539.0,1076833091584,12.0838585,BRK-B,2025-04-07 09:19:03.762296
495.7,493.54,467.415,462.1,505.8451,477.3,,-0.474,0.016,0.30621,0.34082,0.25908002,USD,0.063930005,0.14653,451367.2,0.0010977426,4402614,395.66 - 539.0,1070148485120,12.008846,BRK-B,2025-04-07 09:20:06.564677
492.415,493.54,467.415,462.1,505.8451,476.52,,-0.474,0.016,0.30621,0.34082,0.25908002,USD,0.063930005,0.14653,451367.2,0.0010909411,4468486,395.66 - 539.0,1063517945856,11.934441,BRK-B,2025-04-07 09:21:09.771213
489.725,493.54,467.415,462.1,505.8451,477.05,,-0.474,0.016,0.30621,0.34082,0.25908002,USD,0.063930005,0.14653,451367.2,0.0010842392,4537623,395.66 - 539.0,1056984596480,11.861125,BRK-B,2025-04-07 09:22:12.051177
