currentPrice,previousClose,open,dayLow,dayHigh,bid,ask,volume,averageVolume,dividendYield,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,returnOnAssets,returnOnEquity,bookValue,priceToBook,symbol,timestamp
23.860000610351562,23.55,23.57,23.57,23.89,23.86,23.87,109179,1308555,6.95,,,,,,USD,,,26.571,0.8979715,ILF,2025-04-01 10:28:37.437727
23.844999313354492,23.55,23.57,23.57,23.89,23.88,23.9,116224,1308555,6.95,,,,,,USD,,,26.571,0.89740694,ILF,2025-04-01 10:33:36.306812
23.875,23.55,23.57,23.57,23.89,23.87,23.89,129266,1308555,6.95,,,,,,USD,,,26.571,0.898536,ILF,2025-04-01 10:38:36.099231
23.875,23.55,23.57,23.57,23.895,23.85,23.85,133317,1308555,6.95,,,,,,USD,,,26.571,0.898536,ILF,2025-04-01 10:43:36.326496
23.885000228881836,23.55,23.57,23.57,23.895,23.84,23.85,136316,1308555,6.95,,,,,,USD,,,26.571,0.8989124,ILF,2025-04-01 10:48:36.283123
23.92020034790039,23.55,23.57,23.57,23.9202,23.88,23.89,145967,1308555,6.95,,,,,,USD,,,26.571,0.90023714,ILF,2025-04-01 10:53:36.484703
23.905000686645508,23.55,23.57,23.57,23.9202,23.87,23.88,157588,1308555,6.95,,,,,,USD,,,26.571,0.8996651,ILF,2025-04-01 10:58:36.039576
23.93000030517578,23.55,23.57,23.57,23.93,23.89,23.9,162871,1308555,6.95,,,,,,USD,,,26.571,0.900606,ILF,2025-04-01 11:03:36.020416
23.94499969482422,23.55,23.57,23.57,23.965,23.89,23.91,193960,1308555,6.95,,,,,,USD,,,26.571,0.9011705,ILF,2025-04-01 11:08:36.360793
23.934999465942383,23.55,23.57,23.57,23.965,23.9,23.91,194398,1308555,6.95,,,,,,USD,,,26.571,0.9007941,ILF,2025-04-01 11:13:36.158923
23.952600479125977,23.55,23.57,23.57,23.97,23.91,23.93,197306,1308555,6.95,,,,,,USD,,,26.571,0.90145653,ILF,2025-04-01 11:18:36.292879
23.94499969482422,23.55,23.57,23.57,23.975,23.94,23.95,202244,1308555,6.95,,,,,,USD,,,26.571,0.9011705,ILF,2025-04-01 11:23:36.083065
23.915000915527344,23.55,23.57,23.57,23.975,23.94,23.94,205121,1308555,6.95,,,,,,USD,,,26.571,0.90004146,ILF,2025-04-01 11:28:36.087240
23.926700592041016,23.55,23.57,23.57,23.975,23.96,23.97,211365,1308555,6.95,,,,,,USD,,,26.571,0.90048176,ILF,2025-04-01 11:33:36.041186
23.90999984741211,23.55,23.57,23.57,23.975,23.94,23.95,215740,1308555,6.95,,,,,,USD,,,26.571,0.8998532,ILF,2025-04-01 11:38:36.042191
23.908300399780273,23.55,23.57,23.57,23.975,23.91,23.92,221634,1308555,6.95,,,,,,USD,,,26.571,0.8997893,ILF,2025-04-01 11:43:36.005273
23.8700008392334,23.55,23.57,23.57,23.975,23.92,23.93,256953,1308555,6.95,,,,,,USD,,,26.571,0.89834785,ILF,2025-04-01 11:48:36.076103
23.940000534057617,23.55,23.57,23.57,23.975,23.9,23.91,262598,1308555,6.95,,,,,,USD,,,26.571,0.9009823,ILF,2025-04-01 11:53:36.268982
23.940000534057617,23.55,23.57,23.57,23.975,23.89,23.9,262900,1308555,6.95,,,,,,USD,,,26.571,0.9009823,ILF,2025-04-01 11:58:36.055022
23.940000534057617,23.55,23.57,23.57,23.975,23.89,23.9,270597,1308555,6.95,,,,,,USD,,,26.571,0.9009823,ILF,2025-04-01 12:03:36.091643
23.92930030822754,23.55,23.57,23.57,23.975,23.92,23.93,272902,1308555,6.95,,,,,,USD,,,26.571,0.90057963,ILF,2025-04-01 12:08:36.502578
23.934999465942383,23.55,23.57,23.57,23.975,23.93,23.94,274496,1308555,6.95,,,,,,USD,,,26.571,0.9007941,ILF,2025-04-01 12:13:36.262781
23.92770004272461,23.55,23.57,23.57,23.975,23.95,23.96,276102,1308555,6.95,,,,,,USD,,,26.571,0.9005194,ILF,2025-04-01 12:18:36.264184
23.934999465942383,23.55,23.57,23.57,23.975,23.92,23.93,283273,1308555,6.95,,,,,,USD,,,26.571,0.9007941,ILF,2025-04-01 12:23:36.326024
23.92009925842285,23.55,23.57,23.57,23.975,23.94,23.95,284296,1308555,6.95,,,,,,USD,,,26.571,0.9002333,ILF,2025-04-01 12:28:36.341263
23.911699295043945,23.55,23.57,23.57,23.975,23.92,23.94,285178,1308555,6.95,,,,,,USD,,,26.571,0.8999172,ILF,2025-04-01 12:33:36.247635
23.924999237060547,23.55,23.57,23.57,23.975,23.93,23.93,285778,1308555,6.95,,,,,,USD,,,26.571,0.90041775,ILF,2025-04-01 12:38:36.034468
