currentPrice,previousClose,open,dayLow,dayHigh,bid,ask,volume,averageVolume,dividendYield,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,returnOnAssets,returnOnEquity,bookValue,priceToBook,symbol,timestamp
191.6750030517578,186.16,186.9,186.63,192.315,190.82,191.59,86194,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44330117,BAP,2025-04-01 11:53:35.116837
191.91549682617188,186.16,186.9,186.63,192.315,190.82,191.97,86875,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44385737,BAP,2025-04-01 11:58:35.112101
191.5800018310547,186.16,186.9,186.63,192.315,190.82,191.97,88529,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44308144,BAP,2025-04-01 12:03:35.170531
191.5800018310547,186.16,186.9,186.63,192.315,190.82,192.33,88977,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44308144,BAP,2025-04-01 12:08:35.077399
191.39500427246094,186.16,186.9,186.63,192.315,190.82,192.33,92129,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.4426536,BAP,2025-04-01 12:13:35.108762
191.39500427246094,186.16,186.9,186.63,192.315,190.91,192.14,92467,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.4426536,BAP,2025-04-01 12:18:35.332132
191.39500427246094,186.16,186.9,186.63,192.315,190.91,191.88,93783,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.4426536,BAP,2025-04-01 12:23:35.149625
190.90499877929688,186.16,186.9,186.63,192.315,190.91,191.88,98147,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.4415203,BAP,2025-04-01 12:28:35.391049
190.3800048828125,186.16,186.9,186.63,192.315,190.91,191.88,98923,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44030613,BAP,2025-04-01 12:33:35.331368
190.80999755859375,186.16,186.9,186.63,192.315,190.91,191.87,100477,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.4413006,BAP,2025-04-01 12:38:35.113706
190.80999755859375,186.16,186.9,186.63,192.315,190.92,191.36,100721,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.4413006,BAP,2025-04-01 12:43:35.113234
191.30999755859375,186.16,186.9,186.63,192.315,190.26,191.36,101059,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.442457,BAP,2025-04-01 12:48:35.371811
190.93499755859375,186.16,186.9,186.63,192.315,190.26,191.36,103129,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44158968,BAP,2025-04-01 12:53:35.150191
190.93499755859375,186.16,186.9,186.63,192.315,190.26,191.36,103351,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44158968,BAP,2025-04-01 12:58:35.142017
190.77000427246094,186.16,186.9,186.63,192.315,190.53,191.35,105888,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.4412081,BAP,2025-04-01 13:03:35.854349
190.77000427246094,186.16,186.9,186.63,192.315,190.52,191.36,106586,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.4412081,BAP,2025-04-01 13:08:35.122382
190.6699981689453,186.16,186.9,186.63,192.315,190.52,191.35,110112,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.4409768,BAP,2025-04-01 13:13:35.359827
191.0,186.16,186.9,186.63,192.315,190.52,191.03,110362,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44174004,BAP,2025-04-01 13:18:35.205853
191.0,186.16,186.9,186.63,192.315,190.52,191.03,110804,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44174004,BAP,2025-04-01 13:23:35.747911
191.0,186.16,186.9,186.63,192.315,190.24,191.02,111551,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44174004,BAP,2025-04-01 13:28:35.185205
191.15499877929688,186.16,186.9,186.63,192.315,190.37,191.0,113958,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.4420985,BAP,2025-04-01 13:33:35.196297
191.10000610351562,186.16,186.9,186.63,192.315,190.37,190.99,116546,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44197133,BAP,2025-04-01 13:38:35.222556
190.91000366210938,186.16,186.9,186.63,192.315,190.37,191.0,118764,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.4415319,BAP,2025-04-01 13:43:36.167329
190.91000366210938,186.16,186.9,186.63,192.315,190.87,191.44,119002,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.4415319,BAP,2025-04-01 13:48:35.910429
190.91000366210938,186.16,186.9,186.63,192.315,190.88,191.45,119259,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.4415319,BAP,2025-04-01 13:53:35.212463
191.38999938964844,186.16,186.9,186.63,192.315,190.68,191.14,121675,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.442642,BAP,2025-04-01 13:58:43.262010
191.38999938964844,186.16,186.9,186.63,192.315,190.68,191.14,123310,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.442642,BAP,2025-04-01 14:03:35.198137
191.91000366210938,186.16,186.9,186.63,192.315,190.68,191.12,123918,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44384465,BAP,2025-04-01 14:08:35.493524
192.35000610351562,186.16,186.9,186.63,192.35,191.14,191.6,126715,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44486228,BAP,2025-04-01 14:13:35.204096
192.63499450683594,186.16,186.9,186.63,192.635,191.33,191.86,129793,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.4455214,BAP,2025-04-01 14:18:35.175604
192.9199981689453,186.16,186.9,186.63,192.92,191.73,192.11,133848,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44618055,BAP,2025-04-01 14:23:35.189585
193.30999755859375,186.16,186.9,186.63,193.31,191.88,192.63,136938,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44708252,BAP,2025-04-01 14:28:35.225440
192.72999572753906,186.16,186.9,186.63,193.31,192.35,192.93,153618,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44574112,BAP,2025-04-01 14:33:35.233715
192.35000610351562,186.16,186.9,186.63,193.31,192.58,192.93,156661,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44486228,BAP,2025-04-01 14:38:35.230397
192.0500030517578,186.16,186.9,186.63,193.31,192.93,193.5,158883,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44416845,BAP,2025-04-01 14:43:35.181482
192.5399932861328,186.16,186.9,186.63,193.31,188.36,196.65,237299,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44530168,BAP,2025-04-01 16:06:58.023254
192.5399932861328,186.16,186.9,186.63,193.31,188.36,196.65,237299,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44530168,BAP,2025-04-01 16:11:54.785923
192.5399932861328,186.16,186.9,186.63,193.31,76.54,196.65,237299,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44530168,BAP,2025-04-01 16:16:54.804437
192.5399932861328,186.16,186.9,186.63,193.31,76.54,196.65,237299,288413,4.99,0.334,0.206,0.0,0.0,0.44671002,PEN,0.022720002,0.16518,432.381,0.44530168,BAP,2025-04-01 16:21:54.765930
