Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-02-07 00:00:00-05:00,23.600000381469727,23.639999389648438,23.280000686645508,23.360000610351562,4120900,0.0,0.0,0.0
2025-02-10 00:00:00-05:00,23.549999237060547,23.610000610351562,23.399999618530273,23.56999969482422,1463300,0.0,0.0,0.0
2025-02-11 00:00:00-05:00,23.639999389648438,23.709999084472656,23.469999313354492,23.709999084472656,1216400,0.0,0.0,0.0
2025-02-12 00:00:00-05:00,23.510000228881836,23.549999237060547,23.31999969482422,23.479999542236328,1144500,0.0,0.0,0.0
2025-02-13 00:00:00-05:00,23.3700008392334,23.6200008392334,23.290000915527344,23.579999923706055,791400,0.0,0.0,0.0
2025-02-14 00:00:00-05:00,23.850000381469727,24.170000076293945,23.850000381469727,24.1200008392334,1476900,0.0,0.0,0.0
2025-02-18 00:00:00-05:00,24.09000015258789,24.34000015258789,24.09000015258789,24.25,2176700,0.0,0.0,0.0
2025-02-19 00:00:00-05:00,24.110000610351562,24.139999389648438,23.969999313354492,23.969999313354492,1876700,0.0,0.0,0.0
2025-02-20 00:00:00-05:00,24.049999237060547,24.239999771118164,24.049999237060547,24.170000076293945,586500,0.0,0.0,0.0
2025-02-21 00:00:00-05:00,23.8700008392334,23.8700008392334,23.420000076293945,23.469999313354492,780600,0.0,0.0,0.0
2025-02-24 00:00:00-05:00,23.520000457763672,23.56999969482422,23.219999313354492,23.229999542236328,599500,0.0,0.0,0.0
2025-02-25 00:00:00-05:00,23.280000686645508,23.3700008392334,23.18000030517578,23.280000686645508,563400,0.0,0.0,0.0
2025-02-26 00:00:00-05:00,23.25,23.34000015258789,23.1200008392334,23.200000762939453,1227200,0.0,0.0,0.0
2025-02-27 00:00:00-05:00,23.06999969482422,23.06999969482422,22.84000015258789,22.8700008392334,1125700,0.0,0.0,0.0
2025-02-28 00:00:00-05:00,22.690000534057617,22.729999542236328,22.290000915527344,22.399999618530273,1645800,0.0,0.0,0.0
2025-03-03 00:00:00-05:00,22.670000076293945,22.969999313354492,22.18000030517578,22.309999465942383,1351500,0.0,0.0,0.0
2025-03-04 00:00:00-05:00,22.239999771118164,22.450000762939453,21.75,22.239999771118164,1119000,0.0,0.0,0.0
2025-03-05 00:00:00-05:00,22.350000381469727,22.809999465942383,22.350000381469727,22.75,3536300,0.0,0.0,0.0
2025-03-06 00:00:00-05:00,22.760000228881836,22.969999313354492,22.65999984741211,22.81999969482422,1106600,0.0,0.0,0.0
2025-03-07 00:00:00-05:00,22.780000686645508,23.020000457763672,22.6299991607666,22.950000762939453,654400,0.0,0.0,0.0
2025-03-10 00:00:00-04:00,22.809999465942383,22.809999465942383,22.209999084472656,22.40999984741211,851900,0.0,0.0,0.0
2025-03-11 00:00:00-04:00,22.459999084472656,22.600000381469727,22.25,22.59000015258789,7040400,0.0,0.0,0.0
2025-03-12 00:00:00-04:00,22.59000015258789,22.760000228881836,22.510000228881836,22.709999084472656,1043600,0.0,0.0,0.0
2025-03-13 00:00:00-04:00,22.690000534057617,23.100000381469727,22.690000534057617,22.93000030517578,568400,0.0,0.0,0.0
2025-03-14 00:00:00-04:00,23.200000762939453,23.8799991607666,23.200000762939453,23.790000915527344,1045300,0.0,0.0,0.0
2025-03-17 00:00:00-04:00,23.920000076293945,24.43000030517578,23.920000076293945,24.290000915527344,1001100,0.0,0.0,0.0
2025-03-18 00:00:00-04:00,24.3700008392334,24.3700008392334,24.06999969482422,24.270000457763672,666600,0.0,0.0,0.0
2025-03-19 00:00:00-04:00,24.34000015258789,24.549999237060547,24.209999084472656,24.43000030517578,572600,0.0,0.0,0.0
2025-03-20 00:00:00-04:00,24.270000457763672,24.270000457763672,24.1299991607666,24.149999618530273,1423500,0.0,0.0,0.0
2025-03-21 00:00:00-04:00,24.049999237060547,24.200000762939453,23.93000030517578,24.190000534057617,462400,0.0,0.0,0.0
2025-03-24 00:00:00-04:00,24.209999084472656,24.209999084472656,23.950000762939453,24.030000686645508,286000,0.0,0.0,0.0
2025-03-25 00:00:00-04:00,24.100000381469727,24.43000030517578,24.100000381469727,24.25,1122100,0.0,0.0,0.0
2025-03-26 00:00:00-04:00,24.260000228881836,24.260000228881836,23.940000534057617,24.020000457763672,449800,0.0,0.0,0.0
2025-03-27 00:00:00-04:00,23.969999313354492,24.139999389648438,23.8799991607666,24.100000381469727,1916300,0.0,0.0,0.0
2025-03-28 00:00:00-04:00,23.899999618530273,24.0,23.59000015258789,23.770000457763672,446400,0.0,0.0,0.0
2025-03-31 00:00:00-04:00,23.56999969482422,23.649999618530273,23.309999465942383,23.549999237060547,379300,0.0,0.0,0.0
2025-04-01 00:00:00-04:00,23.56999969482422,23.979999542236328,23.559999465942383,23.889999389648438,484100,0.0,0.0,0.0
2025-04-02 00:00:00-04:00,23.81999969482422,23.959999084472656,23.68000030517578,23.959999084472656,468500,0.0,0.0,0.0
2025-04-03 00:00:00-04:00,23.979999542236328,24.399999618530273,23.979999542236328,24.059999465942383,2066400,0.0,0.0,0.0
2025-04-04 00:00:00-04:00,23.1200008392334,23.170000076293945,22.18000030517578,22.440000534057617,2295900,0.0,0.0,0.0
