Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-01-02 00:00:00-05:00,21.0,21.229999542236328,20.84000015258789,21.1200008392334,1191400,0.0,0.0,0.0
2025-01-03 00:00:00-05:00,21.170000076293945,21.170000076293945,20.84000015258789,20.8700008392334,617400,0.0,0.0,0.0
2025-01-06 00:00:00-05:00,21.110000610351562,21.459999084472656,21.110000610351562,21.239999771118164,1050800,0.0,0.0,0.0
2025-01-07 00:00:00-05:00,21.450000762939453,21.6299991607666,21.40999984741211,21.479999542236328,1355100,0.0,0.0,0.0
2025-01-08 00:00:00-05:00,21.329999923706055,21.34000015258789,21.170000076293945,21.31999969482422,935600,0.0,0.0,0.0
2025-01-10 00:00:00-05:00,21.239999771118164,21.299999237060547,21.079999923706055,21.139999389648438,1507500,0.0,0.0,0.0
2025-01-13 00:00:00-05:00,20.959999084472656,21.229999542236328,20.950000762939453,21.229999542236328,1542600,0.0,0.0,0.0
2025-01-14 00:00:00-05:00,21.309999465942383,21.469999313354492,21.260000228881836,21.3700008392334,485600,0.0,0.0,0.0
2025-01-15 00:00:00-05:00,21.6200008392334,21.959999084472656,21.59000015258789,21.8799991607666,1326800,0.0,0.0,0.0
2025-01-16 00:00:00-05:00,21.8799991607666,21.8799991607666,21.520000457763672,21.6299991607666,1986300,0.0,0.0,0.0
2025-01-17 00:00:00-05:00,21.649999618530273,21.920000076293945,21.639999389648438,21.639999389648438,2007200,0.0,0.0,0.0
2025-01-21 00:00:00-05:00,21.780000686645508,22.010000228881836,21.780000686645508,21.959999084472656,753600,0.0,0.0,0.0
2025-01-22 00:00:00-05:00,22.079999923706055,22.43000030517578,22.079999923706055,22.209999084472656,1981900,0.0,0.0,0.0
2025-01-23 00:00:00-05:00,22.270000457763672,22.510000228881836,22.190000534057617,22.360000610351562,1298500,0.0,0.0,0.0
2025-01-24 00:00:00-05:00,22.520000457763672,22.6299991607666,22.459999084472656,22.459999084472656,674300,0.0,0.0,0.0
2025-01-27 00:00:00-05:00,22.309999465942383,22.559999465942383,22.270000457763672,22.549999237060547,792000,0.0,0.0,0.0
2025-01-28 00:00:00-05:00,22.540000915527344,22.649999618530273,22.5,22.610000610351562,1196000,0.0,0.0,0.0
2025-01-29 00:00:00-05:00,22.670000076293945,22.670000076293945,22.530000686645508,22.600000381469727,1298900,0.0,0.0,0.0
2025-01-30 00:00:00-05:00,22.809999465942383,23.31999969482422,22.780000686645508,23.1299991607666,989400,0.0,0.0,0.0
2025-01-31 00:00:00-05:00,23.139999389648438,23.350000381469727,22.90999984741211,22.959999084472656,806300,0.0,0.0,0.0
2025-02-03 00:00:00-05:00,22.549999237060547,23.15999984741211,22.459999084472656,23.09000015258789,2257200,0.0,0.0,0.0
2025-02-04 00:00:00-05:00,23.09000015258789,23.34000015258789,22.989999771118164,23.260000228881836,1242400,0.0,0.0,0.0
2025-02-05 00:00:00-05:00,23.1200008392334,23.209999084472656,23.079999923706055,23.1200008392334,609100,0.0,0.0,0.0
2025-02-06 00:00:00-05:00,23.280000686645508,23.610000610351562,23.280000686645508,23.610000610351562,2768400,0.0,0.0,0.0
