Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-19 00:00:00-04:00,525.6900024414062,526.7100219726562,520.6599731445312,525.27001953125,3798000,0.0,0.0
2025-03-20 00:00:00-04:00,524.0,530.6099853515625,522.6699829101562,528.72998046875,4065400,0.0,0.0
2025-03-21 00:00:00-04:00,528.3099975585938,528.9600219726562,520.72998046875,521.9099731445312,8546300,0.0,0.0
2025-03-24 00:00:00-04:00,523.0999755859375,527.2999877929688,521.47998046875,525.8499755859375,4858900,0.0,0.0
2025-03-25 00:00:00-04:00,527.1799926757812,533.2899780273438,525.8800048828125,528.8699951171875,3964800,0.0,0.0
2025-03-26 00:00:00-04:00,531.0,537.6300048828125,530.97998046875,533.2100219726562,5004400,0.0,0.0
2025-03-27 00:00:00-04:00,533.25,537.3800048828125,529.3499755859375,534.52001953125,5154600,0.0,0.0
2025-03-28 00:00:00-04:00,535.3499755859375,536.0,524.6799926757812,526.3099975585938,5321400,0.0,0.0
2025-03-31 00:00:00-04:00,521.4000244140625,536.52001953125,519.0,532.5800170898438,7139300,0.0,0.0
2025-04-01 00:00:00-04:00,531.8800048828125,536.4099731445312,527.5,532.989990234375,4130600,0.0,0.0
2025-04-02 00:00:00-04:00,532.1300048828125,539.0,530.8200073242188,537.719970703125,4079000,0.0,0.0
2025-04-03 00:00:00-04:00,527.6199951171875,538.7999877929688,525.1400146484375,530.1599731445312,6410900,0.0,0.0
2025-04-04 00:00:00-04:00,519.0,521.0,492.9800109863281,493.5400085449219,12592200,0.0,0.0
