Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-02 00:00:00-05:00,455.9599914550781,456.8900146484375,450.0299987792969,451.1000061035156,3746400,0.0,0.0
2025-01-03 00:00:00-05:00,452.5299987792969,454.5299987792969,450.1199951171875,453.55999755859375,2884600,0.0,0.0
2025-01-06 00:00:00-05:00,453.8500061035156,456.239990234375,450.57000732421875,451.4100036621094,4072900,0.0,0.0
2025-01-07 00:00:00-05:00,452.79998779296875,456.5199890136719,451.1000061035156,452.9200134277344,3507200,0.0,0.0
2025-01-08 00:00:00-05:00,453.6300048828125,454.0,449.6300048828125,451.8399963378906,3933300,0.0,0.0
2025-01-10 00:00:00-05:00,452.6600036621094,453.0,440.1000061035156,442.6600036621094,5471900,0.0,0.0
2025-01-13 00:00:00-05:00,442.0400085449219,445.0,441.1499938964844,443.9100036621094,3639200,0.0,0.0
2025-01-14 00:00:00-05:00,445.5,450.29998779296875,443.9200134277344,450.0299987792969,4055600,0.0,0.0
2025-01-15 00:00:00-05:00,455.54998779296875,459.0899963378906,453.2699890136719,458.510009765625,4719400,0.0,0.0
2025-01-16 00:00:00-05:00,458.92999267578125,462.9599914550781,458.29998779296875,462.80999755859375,3475700,0.0,0.0
2025-01-17 00:00:00-05:00,464.7099914550781,470.17999267578125,462.45001220703125,467.95001220703125,6467000,0.0,0.0
2025-01-21 00:00:00-05:00,471.0,473.1700134277344,467.7200012207031,468.57000732421875,4910200,0.0,0.0
2025-01-22 00:00:00-05:00,468.5899963378906,468.8900146484375,455.2799987792969,460.510009765625,5838500,0.0,0.0
2025-01-23 00:00:00-05:00,461.67999267578125,464.760009765625,458.0,459.8299865722656,4424500,0.0,0.0
2025-01-24 00:00:00-05:00,459.20001220703125,463.80999755859375,457.0799865722656,463.19000244140625,3070300,0.0,0.0
2025-01-27 00:00:00-05:00,464.29998779296875,474.92999267578125,464.29998779296875,474.70001220703125,4535600,0.0,0.0
2025-01-28 00:00:00-05:00,473.92999267578125,473.92999267578125,469.29998779296875,469.9700012207031,3261300,0.0,0.0
2025-01-29 00:00:00-05:00,469.8800048828125,473.9200134277344,468.0,469.260009765625,2524200,0.0,0.0
2025-01-30 00:00:00-05:00,472.20001220703125,474.05999755859375,469.1499938964844,472.3500061035156,2552200,0.0,0.0
2025-01-31 00:00:00-05:00,471.8399963378906,472.54998779296875,467.010009765625,468.6700134277344,5442600,0.0,0.0
2025-02-03 00:00:00-05:00,461.29998779296875,466.739990234375,454.6000061035156,464.6099853515625,4232000,0.0,0.0
2025-02-04 00:00:00-05:00,464.94000244140625,467.9100036621094,462.70001220703125,467.489990234375,3238400,0.0,0.0
2025-02-05 00:00:00-05:00,469.80999755859375,474.239990234375,468.8900146484375,473.7300109863281,3782800,0.0,0.0
2025-02-06 00:00:00-05:00,475.4599914550781,478.0,473.2799987792969,477.2200012207031,3832700,0.0,0.0
2025-02-07 00:00:00-05:00,477.4100036621094,478.25,472.3399963378906,472.739990234375,3205100,0.0,0.0
2025-02-10 00:00:00-05:00,473.9599914550781,474.20001220703125,469.3699951171875,470.1700134277344,2907300,0.0,0.0
2025-02-11 00:00:00-05:00,470.04998779296875,473.04998779296875,466.7200012207031,472.6099853515625,2322600,0.0,0.0
2025-02-12 00:00:00-05:00,470.44000244140625,472.1499938964844,468.0899963378906,471.7300109863281,3297600,0.0,0.0
2025-02-13 00:00:00-05:00,471.54998779296875,481.19000244140625,471.20001220703125,480.489990234375,3274700,0.0,0.0
2025-02-14 00:00:00-05:00,481.4700012207031,484.54998779296875,479.45001220703125,479.5899963378906,2825800,0.0,0.0
2025-02-18 00:00:00-05:00,480.3999938964844,484.05999755859375,477.6300048828125,482.82000732421875,3351000,0.0,0.0
2025-02-19 00:00:00-05:00,482.82000732421875,484.7200012207031,480.67999267578125,483.7699890136719,2436500,0.0,0.0
2025-02-20 00:00:00-05:00,484.1300048828125,484.20001220703125,478.1400146484375,481.79998779296875,2651000,0.0,0.0
2025-02-21 00:00:00-05:00,480.95001220703125,483.6400146484375,477.739990234375,478.739990234375,4085100,0.0,0.0
2025-02-24 00:00:00-05:00,483.5,503.9599914550781,483.239990234375,498.4200134277344,9862400,0.0,0.0
2025-02-25 00:00:00-05:00,503.1499938964844,507.0,491.8999938964844,499.82000732421875,6757500,0.0,0.0
2025-02-26 00:00:00-05:00,499.1199951171875,499.8999938964844,493.04998779296875,494.1000061035156,3543500,0.0,0.0
2025-02-27 00:00:00-05:00,496.45001220703125,504.95001220703125,495.6099853515625,502.4100036621094,4507700,0.0,0.0
2025-02-28 00:00:00-05:00,507.4599914550781,515.3699951171875,504.3299865722656,513.8300170898438,6850300,0.0,0.0
2025-03-03 00:00:00-05:00,516.219970703125,518.77001953125,506.4800109863281,510.0799865722656,5112300,0.0,0.0
2025-03-04 00:00:00-05:00,507.2699890136719,508.7300109863281,493.6099853515625,495.8599853515625,6126600,0.0,0.0
2025-03-05 00:00:00-05:00,496.0,500.92999267578125,492.32000732421875,498.5,4715800,0.0,0.0
2025-03-06 00:00:00-05:00,496.8399963378906,499.1000061035156,491.6300048828125,497.8399963378906,3989700,0.0,0.0
2025-03-07 00:00:00-05:00,496.2900085449219,498.2699890136719,490.1099853515625,495.6199951171875,3842200,0.0,0.0
2025-03-10 00:00:00-04:00,490.0,500.45001220703125,490.0,497.1000061035156,6262000,0.0,0.0
2025-03-11 00:00:00-04:00,496.0,499.1499938964844,491.30999755859375,496.25,5358300,0.0,0.0
2025-03-12 00:00:00-04:00,497.6000061035156,498.32000732421875,488.75,495.94000244140625,3871100,0.0,0.0
2025-03-13 00:00:00-04:00,496.4599914550781,507.3999938964844,494.75,504.25,5104200,0.0,0.0
2025-03-14 00:00:00-04:00,506.95001220703125,515.8400268554688,502.9200134277344,514.5999755859375,5775600,0.0,0.0
2025-03-17 00:00:00-04:00,514.6199951171875,524.7100219726562,513.2100219726562,523.010009765625,5343400,0.0,0.0
2025-03-18 00:00:00-04:00,525.4500122070312,528.3800048828125,521.4199829101562,523.1400146484375,4857800,0.0,0.0
