Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-02 00:00:00-05:00,182.83999633789062,185.5,182.69000244140625,184.0,164900,0.0,0.0
2025-01-03 00:00:00-05:00,184.67999267578125,186.16000366210938,182.00999450683594,184.3800048828125,187200,0.0,0.0
2025-01-06 00:00:00-05:00,185.2100067138672,189.2100067138672,185.2100067138672,187.83999633789062,200300,0.0,0.0
2025-01-07 00:00:00-05:00,189.22000122070312,189.22000122070312,184.22000122070312,185.07000732421875,181600,0.0,0.0
2025-01-08 00:00:00-05:00,183.9199981689453,184.8000030517578,182.75999450683594,183.77999877929688,168500,0.0,0.0
2025-01-10 00:00:00-05:00,181.5,182.97000122070312,177.85000610351562,180.1199951171875,395100,0.0,0.0
2025-01-13 00:00:00-05:00,180.1300048828125,181.6300048828125,178.80999755859375,180.0399932861328,434000,0.0,0.0
2025-01-14 00:00:00-05:00,181.57000732421875,188.6199951171875,179.3300018310547,187.8300018310547,436300,0.0,0.0
2025-01-15 00:00:00-05:00,191.35000610351562,192.61000061035156,189.36000061035156,190.25999450683594,248900,0.0,0.0
2025-01-16 00:00:00-05:00,190.0500030517578,191.52000427246094,186.75,186.75,131400,0.0,0.0
2025-01-17 00:00:00-05:00,186.85000610351562,187.11000061035156,180.7100067138672,182.13999938964844,374200,0.0,0.0
2025-01-21 00:00:00-05:00,183.72000122070312,184.47999572753906,180.8699951171875,182.75,376200,0.0,0.0
2025-01-22 00:00:00-05:00,182.5500030517578,184.35000610351562,180.92999267578125,182.8300018310547,248000,0.0,0.0
2025-01-23 00:00:00-05:00,182.75999450683594,184.49000549316406,181.02999877929688,182.25,169200,0.0,0.0
2025-01-24 00:00:00-05:00,183.3000030517578,183.99000549316406,180.6699981689453,181.61000061035156,296200,0.0,0.0
2025-01-27 00:00:00-05:00,182.0500030517578,182.60000610351562,180.14999389648438,181.30999755859375,258900,0.0,0.0
2025-01-28 00:00:00-05:00,180.89999389648438,184.11000061035156,180.27999877929688,181.42999267578125,126000,0.0,0.0
2025-01-29 00:00:00-05:00,182.16000366210938,184.8800048828125,181.50999450683594,184.1699981689453,207600,0.0,0.0
2025-01-30 00:00:00-05:00,185.66000366210938,187.6999969482422,183.8300018310547,185.17999267578125,308700,0.0,0.0
2025-01-31 00:00:00-05:00,185.3800048828125,185.86000061035156,182.30999755859375,183.10000610351562,384700,0.0,0.0
2025-02-03 00:00:00-05:00,179.97999572753906,184.17999267578125,179.35000610351562,182.80999755859375,239100,0.0,0.0
2025-02-04 00:00:00-05:00,182.9600067138672,187.13999938964844,182.6699981689453,186.14999389648438,188100,0.0,0.0
2025-02-05 00:00:00-05:00,186.85000610351562,188.2100067138672,186.0399932861328,187.4499969482422,159100,0.0,0.0
2025-02-06 00:00:00-05:00,188.0,192.89999389648438,188.0,192.89999389648438,274500,0.0,0.0
2025-02-07 00:00:00-05:00,192.9600067138672,194.52999877929688,188.4499969482422,190.2100067138672,247100,0.0,0.0
2025-02-10 00:00:00-05:00,190.3000030517578,193.3000030517578,188.89999389648438,191.00999450683594,279800,0.0,0.0
2025-02-11 00:00:00-05:00,192.1999969482422,192.1999969482422,180.8699951171875,188.4199981689453,421000,0.0,0.0
2025-02-12 00:00:00-05:00,187.11000061035156,188.1300048828125,184.5,184.75999450683594,285000,0.0,0.0
2025-02-13 00:00:00-05:00,184.08999633789062,185.0,180.82000732421875,183.77000427246094,295800,0.0,0.0
2025-02-14 00:00:00-05:00,183.9499969482422,187.72000122070312,181.8699951171875,186.10000610351562,234100,0.0,0.0
2025-02-18 00:00:00-05:00,184.92999267578125,187.9199981689453,183.3699951171875,185.33999633789062,269000,0.0,0.0
2025-02-19 00:00:00-05:00,184.0500030517578,184.80999755859375,182.08999633789062,184.14999389648438,298700,0.0,0.0
2025-02-20 00:00:00-05:00,184.52999877929688,186.69000244140625,183.05999755859375,184.91000366210938,365900,0.0,0.0
2025-02-21 00:00:00-05:00,186.5500030517578,189.80999755859375,177.47000122070312,178.97000122070312,440800,0.0,0.0
2025-02-24 00:00:00-05:00,179.33999633789062,181.75,178.52000427246094,180.72000122070312,306100,0.0,0.0
2025-02-25 00:00:00-05:00,181.1300048828125,181.88999938964844,178.10000610351562,181.2899932861328,295000,0.0,0.0
2025-02-26 00:00:00-05:00,182.0800018310547,184.83999633789062,180.83999633789062,183.88999938964844,276200,0.0,0.0
2025-02-27 00:00:00-05:00,183.9600067138672,184.82000732421875,181.1999969482422,181.69000244140625,353100,0.0,0.0
2025-02-28 00:00:00-05:00,181.77999877929688,183.0800018310547,178.5,183.02000427246094,436200,0.0,0.0
2025-03-03 00:00:00-05:00,184.1199951171875,186.5,182.2100067138672,183.66000366210938,350900,0.0,0.0
2025-03-04 00:00:00-05:00,182.4600067138672,185.50999450683594,180.1199951171875,182.94000244140625,237400,0.0,0.0
